created_date,quantity,positive,negative
2024-01-01,7,5,0
2024-01-02,11,3,6
2024-01-03,7,3,2
2024-01-04,8,4,1
2024-01-05,0,0,0
2024-01-06,8,2,2
2024-01-07,6,1,4
2024-01-08,6,1,3
2024-01-09,9,4,5
2024-01-10,5,3,0
2024-01-11,7,0,1
2024-01-12,8,5,0
2024-01-13,11,9,0
2024-01-14,6,4,2
2024-01-15,7,2,4
2024-01-16,8,8,0
2024-01-17,7,5,0
2024-01-18,6,2,0
2024-01-19,14,5,2
2024-01-20,6,4,1
2024-01-21,9,9,0
2024-01-22,9,2,2
2024-01-23,10,2,4
2024-01-24,7,0,3
2024-01-25,6,4,1
2024-01-26,0,0,0
2024-01-27,6,2,4
2024-01-28,8,1,6
2024-01-29,7,4,2
2024-01-30,6,2,3
2024-01-31,6,2,4
2024-02-01,6,0,6
2024-02-02,8,5,0
2024-02-03,0,0,0
2024-02-04,3,3,0
2024-02-05,6,6,0
2024-02-06,8,6,1
2024-02-07,12,10,0
2024-02-08,11,3,7
2024-02-09,7,7,0
2024-02-10,14,4,6
2024-02-11,13,11,0
2024-02-12,7,7,0
2024-02-13,6,0,0
2024-02-14,6,1,4
2024-02-15,6,1,0
2024-02-16,10,4,3
2024-02-17,13,4,1
2024-02-18,6,0,3
2024-02-19,6,4,1
2024-02-20,7,5,1
2024-02-21,10,7,2
2024-02-22,6,6,0
2024-02-23,5,5,0
2024-02-24,9,6,3
2024-02-25,6,0,0
2024-02-26,8,5,0
2024-02-27,6,6,0
2024-02-28,12,10,0
2024-02-29,8,6,0
2024-03-01,11,10,0
2024-03-02,11,4,1
2024-03-03,8,4,4
2024-03-04,11,9,0
2024-03-05,12,1,5
2024-03-06,8,5,1
2024-03-07,6,6,0
2024-03-08,13,9,0
2024-03-09,13,0,1
2024-03-10,9,2,0
2024-03-11,13,2,1
2024-03-12,7,6,0
2024-03-13,6,3,1
2024-03-14,7,4,1
2024-03-15,6,0,0
2024-03-16,5,4,1
2024-03-17,7,7,0
2024-03-18,13,6,1
2024-03-19,1,1,0
2024-03-20,7,2,3
2024-03-21,8,1,7
2024-03-22,8,0,0
2024-03-23,12,11,0
2024-03-24,7,3,0
2024-03-25,11,5,6
2024-03-26,8,0,1
2024-03-27,0,0,0
2024-03-28,7,7,0
2024-03-29,7,4,1
2024-03-30,6,6,0
2024-03-31,7,0,1
2024-04-01,6,6,0
2024-04-02,11,0,3
2024-04-03,8,8,0
2024-04-04,12,2,1
2024-04-05,8,5,0
2024-04-06,8,4,4
2024-04-07,2,2,0
2024-04-08,0,0,0
2024-04-09,8,6,2
2024-04-10,6,6,0
2024-04-11,7,5,1
2024-04-12,9,5,4
2024-04-13,12,9,2
2024-04-14,4,4,0
2024-04-15,14,4,6
2024-04-16,8,8,0
2024-04-17,7,7,0
2024-04-18,14,2,9
2024-04-19,11,3,7
2024-04-20,10,6,1
2024-04-21,9,8,0
2024-04-22,11,10,1
2024-04-23,9,8,1
2024-04-24,7,7,0
2024-04-25,13,6,5
2024-04-26,8,3,4
2024-04-27,8,5,0
2024-04-28,7,7,0
2024-04-29,11,0,6
2024-04-30,6,6,0
