created_date,quantity,positive,negative
2024-01-01,7,1,1
2024-01-02,7,7,0
2024-01-03,6,3,1
2024-01-04,6,2,0
2024-01-05,6,1,4
2024-01-06,1,1,0
2024-01-07,7,3,3
2024-01-08,7,7,0
2024-01-09,7,7,0
2024-01-10,3,1,0
2024-01-11,6,0,3
2024-01-12,6,4,2
2024-01-13,1,1,0
2024-01-14,0,0,0
2024-01-15,1,1,0
2024-01-16,7,4,3
2024-01-17,8,8,0
2024-01-18,8,3,0
2024-01-19,8,6,0
2024-01-20,3,1,1
2024-01-21,4,4,0
2024-01-22,1,1,0
2024-01-23,7,0,5
2024-01-24,1,0,0
2024-01-25,6,3,0
2024-01-26,7,5,0
2024-01-27,8,3,1
2024-01-28,8,1,2
2024-01-29,7,3,2
2024-01-30,1,1,0
2024-01-31,0,0,0
2024-02-01,2,1,0
2024-02-02,7,6,1
2024-02-03,6,4,2
2024-02-04,2,1,1
2024-02-05,7,6,1
2024-02-06,4,2,2
2024-02-07,8,3,2
2024-02-08,2,1,1
2024-02-09,2,2,0
2024-02-10,6,5,1
2024-02-11,1,1,0
2024-02-12,8,7,0
2024-02-13,6,3,1
2024-02-14,7,5,0
2024-02-15,6,0,4
2024-02-16,2,0,2
2024-02-17,6,0,2
2024-02-18,8,0,1
2024-02-19,2,2,0
2024-02-20,0,0,0
2024-02-21,8,8,0
2024-02-22,6,0,0
2024-02-23,8,8,0
2024-02-24,7,0,4
2024-02-25,3,1,0
2024-02-26,6,2,2
2024-02-27,4,3,1
2024-02-28,8,7,1
2024-02-29,1,1,0
2024-03-01,8,8,0
2024-03-02,6,4,0
2024-03-03,7,4,3
2024-03-04,8,1,3
2024-03-05,7,3,2
2024-03-06,7,6,1
2024-03-07,2,1,0
2024-03-08,2,1,0
2024-03-09,7,3,4
2024-03-10,7,5,2
2024-03-11,6,6,0
2024-03-12,6,5,0
2024-03-13,8,0,7
2024-03-14,7,3,2
2024-03-15,6,6,0
2024-03-16,8,0,0
2024-03-17,0,0,0
2024-03-18,1,1,0
2024-03-19,1,0,0
2024-03-20,6,4,2
2024-03-21,8,8,0
2024-03-22,4,1,1
2024-03-23,7,6,0
2024-03-24,7,2,1
2024-03-25,0,0,0
2024-03-26,7,5,1
2024-03-27,8,5,0
2024-03-28,7,2,4
2024-03-29,7,4,3
2024-03-30,1,0,1
2024-03-31,4,2,0
2024-04-01,6,3,2
2024-04-02,6,4,2
2024-04-03,6,2,3
2024-04-04,6,2,4
2024-04-05,1,1,0
2024-04-06,8,1,3
2024-04-07,2,1,1
2024-04-08,6,3,0
2024-04-09,8,2,5
2024-04-10,0,0,0
2024-04-11,2,2,0
2024-04-12,6,4,2
2024-04-13,6,5,0
2024-04-14,3,0,3
2024-04-15,8,0,6
2024-04-16,6,3,3
2024-04-17,4,4,0
2024-04-18,3,2,1
2024-04-19,8,6,2
2024-04-20,6,5,0
2024-04-21,1,0,0
2024-04-22,1,1,0
2024-04-23,7,1,2
2024-04-24,2,2,0
2024-04-25,6,2,0
2024-04-26,3,0,1
2024-04-27,7,5,0
2024-04-28,1,1,0
2024-04-29,4,0,2
2024-04-30,4,4,0
