created_date,quantity,positive,negative
2023-09-15,7,7,0
2023-09-16,13,6,1
2023-09-17,7,7,0
2023-09-18,7,6,0
2023-09-19,7,2,0
2023-09-20,6,0,0
2023-09-21,7,6,1
2023-09-22,6,1,3
2023-09-23,0,0,0
2023-09-24,6,6,0
2023-09-25,0,0,0
2023-09-26,7,7,0
2023-09-27,14,5,2
2023-09-28,8,1,7
2023-09-29,2,2,0
2023-09-30,8,0,1
2023-10-01,11,3,7
2023-10-02,7,5,2
2023-10-03,6,6,0
2023-10-04,12,6,1
2023-10-05,11,0,6
2023-10-06,10,2,0
2023-10-07,10,2,4
2023-10-08,7,2,0
2023-10-09,10,7,2
2023-10-10,7,4,1
2023-10-11,7,1,4
2023-10-12,10,4,6
2023-10-13,6,5,1
2023-10-14,6,1,0
2023-10-15,12,3,8
2023-10-16,6,6,0
2023-10-17,6,6,0
2023-10-18,7,3,2
2023-10-19,9,8,0
2023-10-20,9,2,2
2023-10-21,8,6,2
2023-10-22,6,1,3
2023-10-23,5,4,1
2023-10-24,13,11,0
2023-10-25,8,3,4
2023-10-26,0,0,0
2023-10-27,7,2,4
2023-10-28,6,6,0
2023-10-29,12,11,1
2023-10-30,9,0,0
2023-10-31,12,10,0
2023-11-01,8,7,1
2023-11-02,8,5,0
2023-11-03,12,2,1
2023-11-04,6,4,1
2023-11-05,7,6,0
2023-11-06,8,7,1
2023-11-07,0,0,0
2023-11-08,7,5,1
2023-11-09,8,4,4
2023-11-10,6,6,0
2023-11-11,7,7,0
2023-11-12,12,12,0
2023-11-13,13,0,1
2023-11-14,7,7,0
2023-11-15,0,0,0
2023-11-16,8,6,1
2023-11-17,5,5,0
2023-11-18,8,8,0
2023-11-19,13,9,1
2023-11-20,2,2,0
2023-11-21,7,0,2
2023-11-22,6,2,3
2023-11-23,11,5,4
2023-11-24,7,2,3
2023-11-25,6,0,0
2023-11-26,0,0,0
2023-11-27,7,2,4
2023-11-28,6,2,4
2023-11-29,9,9,0
2023-11-30,9,6,3
2023-12-01,7,7,0
2023-12-02,7,5,0
2023-12-03,6,1,4
2023-12-04,9,8,0
2023-12-05,8,4,2
2023-12-06,5,5,0
2023-12-07,6,0,0
2023-12-08,5,3,0
2023-12-09,12,10,0
2023-12-10,8,6,0
2023-12-11,6,0,6
2023-12-12,11,3,7
2023-12-13,7,5,0
2023-12-14,9,8,1
2023-12-15,7,1,2
2023-12-16,11,9,0
2023-12-17,7,4,1
2023-12-18,8,5,1
2023-12-19,6,2,1
2023-12-20,0,0,0
2023-12-21,11,9,0
2023-12-22,13,4,1
2023-12-23,6,6,0
2023-12-24,8,5,0
2023-12-25,14,4,6
2023-12-26,9,5,4
2023-12-27,9,2,0
2023-12-28,8,0,4
2023-12-29,11,10,1
2023-12-30,9,9,0
2023-12-31,7,1,3
2024-01-01,6,6,0
2024-01-02,12,11,0
2024-01-03,9,0,0
2024-01-04,6,3,1
2024-01-05,1,1,0
2024-01-06,8,8,0
2024-01-07,12,2,4
2024-01-08,10,7,1
2024-01-09,13,6,2
2024-01-10,0,0,0
2024-01-11,8,3,5
2024-01-12,7,6,0
2024-01-13,12,9,2
2024-01-14,8,5,0
2024-01-15,8,5,0
2024-01-16,8,5,2
2024-01-17,7,7,0
2024-01-18,8,2,2
2024-01-19,11,4,3
2024-01-20,10,8,0
2024-01-21,6,4,1
2024-01-22,6,3,1
2024-01-23,7,6,1
2024-01-24,14,2,9
2024-01-25,8,4,4
2024-01-26,7,4,2
2024-01-27,9,7,2
2024-01-28,5,5,0
2024-01-29,12,9,2
2024-01-30,7,3,2
2024-01-31,8,3,1
2024-02-01,7,5,0
2024-02-02,7,7,0
2024-02-03,12,1,5
2024-02-04,12,3,2
2024-02-05,8,7,1
2024-02-06,6,1,4
2024-02-07,13,6,5
2024-02-08,11,2,3
2024-02-09,8,4,1
2024-02-10,6,1,5
2024-02-11,7,5,0
2024-02-12,6,6,0
2024-02-13,8,8,0
2024-02-14,11,0,3
2024-02-15,12,6,1
2024-02-16,7,7,0
2024-02-17,8,8,0
2024-02-18,9,2,2
2024-02-19,4,4,0
2024-02-20,7,2,3
2024-02-21,13,2,1
2024-02-22,6,1,3
2024-02-23,8,8,0
2024-02-24,8,3,2
2024-02-25,12,9,0
2024-02-26,0,0,0
2024-02-27,10,3,2
2024-02-28,6,3,3
2024-02-29,7,5,1
2024-03-01,6,0,4
2024-03-02,10,4,3
2024-03-03,7,0,3
2024-03-04,7,2,3
2024-03-05,13,7,0
2024-03-06,13,3,5
2024-03-07,6,6,0
2024-03-08,5,5,0
2024-03-09,8,1,3
2024-03-10,5,4,1
2024-03-11,7,7,0
2024-03-12,11,4,1
2024-03-13,8,0,5
2024-03-14,8,5,0
2024-03-15,10,3,0
2024-03-16,11,3,7
2024-03-17,6,2,0
2024-03-18,12,4,8
2024-03-19,6,0,3
2024-03-20,6,2,4
2024-03-21,7,3,0
2024-03-22,8,0,0
2024-03-23,14,3,1
2024-03-24,14,4,6
2024-03-25,9,4,5
2024-03-26,6,6,0
2024-03-27,11,5,6
2024-03-28,7,7,0
2024-03-29,11,3,6
2024-03-30,6,4,2
2024-03-31,6,6,0
2024-04-01,1,1,0
2024-04-02,10,1,0
2024-04-03,6,6,0
2024-04-04,6,4,1
2024-04-05,13,9,0
2024-04-06,8,1,6
2024-04-07,6,0,3
2024-04-08,6,6,0
2024-04-09,3,3,0
2024-04-10,8,3,0
2024-04-11,11,9,0
2024-04-12,8,0,2
2024-04-13,10,6,1
2024-04-14,7,0,1
2024-04-15,11,10,0
2024-04-16,7,0,5
2024-04-17,7,0,1
