created_date,quantity,positive,negative
2023-09-15,6,3,3
2023-09-16,12,3,0
2023-09-17,10,0,8
2023-09-18,8,8,0
2023-09-19,6,6,0
2023-09-20,7,3,0
2023-09-21,6,4,1
2023-09-22,9,8,0
2023-09-23,6,2,0
2023-09-24,9,6,1
2023-09-25,7,4,3
2023-09-26,7,6,1
2023-09-27,3,2,0
2023-09-28,13,2,2
2023-09-29,11,10,0
2023-09-30,7,5,2
2023-10-01,11,1,3
2023-10-02,7,7,0
2023-10-03,10,6,0
2023-10-04,7,4,2
2023-10-05,9,6,0
2023-10-06,6,2,4
2023-10-07,4,4,0
2023-10-08,11,4,5
2023-10-09,13,8,3
2023-10-10,7,1,4
2023-10-11,7,6,0
2023-10-12,10,1,4
2023-10-13,8,7,0
2023-10-14,8,1,0
2023-10-15,13,10,3
2023-10-16,6,3,3
2023-10-17,7,5,1
2023-10-18,8,2,5
2023-10-19,8,7,1
2023-10-20,9,4,3
2023-10-21,12,1,0
2023-10-22,8,8,0
2023-10-23,6,5,0
2023-10-24,7,0,5
2023-10-25,8,2,6
2023-10-26,4,3,0
2023-10-27,8,0,1
2023-10-28,8,6,0
2023-10-29,10,1,2
2023-10-30,7,4,2
2023-10-31,6,6,0
2023-11-01,11,5,0
2023-11-02,7,7,0
2023-11-03,7,5,2
2023-11-04,8,2,0
2023-11-05,9,8,0
2023-11-06,10,4,5
2023-11-07,8,6,0
2023-11-08,9,9,0
2023-11-09,6,3,1
2023-11-10,12,11,0
2023-11-11,6,1,4
2023-11-12,8,3,1
2023-11-13,7,1,2
2023-11-14,6,4,1
2023-11-15,12,10,0
2023-11-16,10,9,1
2023-11-17,11,2,6
2023-11-18,10,2,2
2023-11-19,10,8,2
2023-11-20,7,5,0
2023-11-21,6,3,2
2023-11-22,12,5,0
2023-11-23,13,13,0
2023-11-24,5,0,1
2023-11-25,9,9,0
2023-11-26,9,3,1
2023-11-27,8,1,6
2023-11-28,9,6,1
2023-11-29,8,4,1
2023-11-30,12,4,4
2023-12-01,8,6,1
2023-12-02,6,6,0
2023-12-03,6,6,0
2023-12-04,6,2,4
2023-12-05,8,5,3
2023-12-06,7,0,6
2023-12-07,6,0,3
2023-12-08,13,6,3
2023-12-09,7,1,1
2023-12-10,7,4,1
2023-12-11,7,7,0
2023-12-12,7,0,3
2023-12-13,7,6,0
2023-12-14,6,4,2
2023-12-15,13,5,1
2023-12-16,7,7,0
2023-12-17,10,3,0
2023-12-18,6,2,0
2023-12-19,11,2,6
2023-12-20,8,7,1
2023-12-21,12,8,2
2023-12-22,6,0,2
2023-12-23,8,7,1
2023-12-24,11,5,3
2023-12-25,11,3,3
2023-12-26,7,3,3
2023-12-27,8,5,1
2023-12-28,12,11,0
2023-12-29,7,5,2
2023-12-30,2,2,0
2023-12-31,11,0,0
2024-01-01,8,1,0
2024-01-02,9,8,1
2024-01-03,4,0,2
2024-01-04,7,6,0
2024-01-05,6,1,4
2024-01-06,8,6,0
2024-01-07,13,1,5
2024-01-08,6,4,2
2024-01-09,9,3,2
2024-01-10,7,2,0
2024-01-11,9,4,0
2024-01-12,9,3,1
2024-01-13,8,1,6
2024-01-14,6,3,2
2024-01-15,7,0,3
2024-01-16,12,9,0
2024-01-17,3,1,0
2024-01-18,8,0,3
2024-01-19,0,0,0
2024-01-20,7,7,0
2024-01-21,5,3,0
2024-01-22,8,1,5
2024-01-23,0,0,0
2024-01-24,6,1,3
2024-01-25,7,7,0
2024-01-26,1,1,0
2024-01-27,7,4,3
2024-01-28,7,2,1
2024-01-29,7,7,0
2024-01-30,6,5,1
2024-01-31,3,3,0
2024-02-01,6,4,0
2024-02-02,11,10,1
2024-02-03,12,8,3
2024-02-04,7,7,0
2024-02-05,8,2,1
2024-02-06,10,9,1
2024-02-07,6,6,0
2024-02-08,7,0,5
2024-02-09,6,6,0
2024-02-10,7,0,3
2024-02-11,6,5,0
2024-02-12,12,4,4
2024-02-13,10,9,0
2024-02-14,4,4,0
2024-02-15,8,1,7
2024-02-16,13,9,0
2024-02-17,13,9,1
2024-02-18,0,0,0
2024-02-19,1,0,0
2024-02-20,6,1,0
2024-02-21,0,0,0
2024-02-22,6,6,0
2024-02-23,7,5,0
2024-02-24,7,5,0
2024-02-25,10,6,3
2024-02-26,6,4,2
2024-02-27,7,7,0
2024-02-28,7,7,0
2024-02-29,7,5,1
2024-03-01,12,2,0
2024-03-02,6,1,1
2024-03-03,5,3,1
2024-03-04,9,2,2
2024-03-05,10,0,8
2024-03-06,5,5,0
2024-03-07,10,6,2
2024-03-08,10,7,1
2024-03-09,8,5,3
2024-03-10,6,1,0
2024-03-11,9,2,3
2024-03-12,11,3,7
2024-03-13,6,6,0
2024-03-14,0,0,0
2024-03-15,4,4,0
2024-03-16,10,6,0
2024-03-17,9,8,1
2024-03-18,11,7,2
2024-03-19,7,0,4
2024-03-20,13,3,4
2024-03-21,7,4,3
2024-03-22,12,6,0
2024-03-23,11,11,0
2024-03-24,9,8,0
2024-03-25,6,6,0
2024-03-26,7,1,5
2024-03-27,7,4,0
2024-03-28,8,4,2
2024-03-29,7,5,1
2024-03-30,10,3,6
2024-03-31,13,9,0
2024-04-01,11,0,1
2024-04-02,6,1,5
2024-04-03,11,3,4
2024-04-04,6,2,1
2024-04-05,12,9,0
2024-04-06,10,0,3
2024-04-07,13,12,1
2024-04-08,6,1,1
2024-04-09,7,2,0
2024-04-10,6,5,0
2024-04-11,8,2,3
2024-04-12,8,6,1
2024-04-13,1,1,0
2024-04-14,7,5,1
2024-04-15,6,0,2
2024-04-16,8,7,0
2024-04-17,8,0,8
