created_date,quantity,positive,negative
2023-09-15,6,5,0
2023-09-16,6,3,3
2023-09-17,7,7,0
2023-09-18,8,3,2
2023-09-19,3,1,2
2023-09-20,6,6,0
2023-09-21,2,2,0
2023-09-22,8,4,0
2023-09-23,7,3,2
2023-09-24,7,0,2
2023-09-25,6,6,0
2023-09-26,8,0,4
2023-09-27,1,0,1
2023-09-28,3,2,1
2023-09-29,8,7,0
2023-09-30,6,1,5
2023-10-01,8,1,3
2023-10-02,4,2,0
2023-10-03,2,2,0
2023-10-04,6,4,0
2023-10-05,0,0,0
2023-10-06,7,0,1
2023-10-07,8,1,4
2023-10-08,1,1,0
2023-10-09,3,1,0
2023-10-10,6,2,1
2023-10-11,8,8,0
2023-10-12,6,2,3
2023-10-13,7,1,4
2023-10-14,4,3,1
2023-10-15,0,0,0
2023-10-16,7,5,2
2023-10-17,7,2,2
2023-10-18,7,6,1
2023-10-19,8,7,1
2023-10-20,7,2,2
2023-10-21,2,1,0
2023-10-22,7,4,0
2023-10-23,0,0,0
2023-10-24,6,3,1
2023-10-25,1,0,1
2023-10-26,3,3,0
2023-10-27,8,3,5
2023-10-28,6,6,0
2023-10-29,8,8,0
2023-10-30,4,4,0
2023-10-31,2,1,0
2023-11-01,8,6,0
2023-11-02,1,1,0
2023-11-03,8,3,0
2023-11-04,0,0,0
2023-11-05,1,1,0
2023-11-06,6,4,0
2023-11-07,4,4,0
2023-11-08,6,1,1
2023-11-09,0,0,0
2023-11-10,8,4,0
2023-11-11,8,1,4
2023-11-12,4,2,2
2023-11-13,1,0,1
2023-11-14,2,2,0
2023-11-15,4,2,1
2023-11-16,3,2,0
2023-11-17,7,4,0
2023-11-18,4,1,3
2023-11-19,6,2,2
2023-11-20,7,5,2
2023-11-21,8,7,1
2023-11-22,2,0,2
2023-11-23,2,2,0
2023-11-24,3,3,0
2023-11-25,2,0,0
2023-11-26,7,3,3
2023-11-27,2,2,0
2023-11-28,7,1,4
2023-11-29,8,0,7
2023-11-30,3,1,1
2023-12-01,2,1,0
2023-12-02,1,1,0
2023-12-03,8,8,0
2023-12-04,2,2,0
2023-12-05,6,0,1
2023-12-06,2,2,0
2023-12-07,0,0,0
2023-12-08,6,5,0
2023-12-09,7,0,5
2023-12-10,6,4,0
2023-12-11,6,5,1
2023-12-12,8,7,0
2023-12-13,1,0,0
2023-12-14,2,2,0
2023-12-15,8,1,5
2023-12-16,0,0,0
2023-12-17,6,2,3
2023-12-18,2,1,1
2023-12-19,6,0,6
2023-12-20,8,3,4
2023-12-21,6,2,1
2023-12-22,6,1,2
2023-12-23,1,0,0
2023-12-24,0,0,0
2023-12-25,3,0,0
2023-12-26,6,6,0
2023-12-27,1,0,0
2023-12-28,8,4,0
2023-12-29,7,4,1
2023-12-30,6,4,2
2023-12-31,3,1,2
2024-01-01,1,1,0
2024-01-02,1,0,0
2024-01-03,3,3,0
2024-01-04,3,2,1
2024-01-05,1,1,0
2024-01-06,3,3,0
2024-01-07,2,2,0
2024-01-08,4,0,0
2024-01-09,2,2,0
2024-01-10,3,1,0
2024-01-11,4,2,1
2024-01-12,7,6,1
2024-01-13,4,0,2
2024-01-14,1,0,0
2024-01-15,6,0,2
2024-01-16,0,0,0
2024-01-17,1,1,0
2024-01-18,6,3,2
2024-01-19,8,7,1
2024-01-20,1,1,0
2024-01-21,6,6,0
2024-01-22,6,4,0
2024-01-23,7,5,1
2024-01-24,6,2,4
2024-01-25,7,5,1
2024-01-26,8,5,0
2024-01-27,2,1,0
2024-01-28,6,5,1
2024-01-29,8,8,0
2024-01-30,6,1,2
2024-01-31,7,0,3
2024-02-01,3,0,3
2024-02-02,7,1,0
2024-02-03,6,4,0
2024-02-04,4,2,2
2024-02-05,7,6,0
2024-02-06,3,0,2
2024-02-07,4,0,4
2024-02-08,8,6,0
2024-02-09,7,1,6
2024-02-10,3,3,0
2024-02-11,6,5,0
2024-02-12,7,6,1
2024-02-13,4,2,1
2024-02-14,3,0,2
2024-02-15,7,1,2
2024-02-16,2,0,1
2024-02-17,3,1,1
2024-02-18,2,2,0
2024-02-19,0,0,0
2024-02-20,7,2,0
2024-02-21,1,0,1
2024-02-22,8,7,0
2024-02-23,6,6,0
2024-02-24,6,1,2
2024-02-25,7,4,1
2024-02-26,6,4,1
2024-02-27,2,2,0
2024-02-28,2,2,0
2024-02-29,4,4,0
2024-03-01,1,1,0
2024-03-02,7,6,1
2024-03-03,7,1,0
2024-03-04,1,1,0
2024-03-05,1,1,0
2024-03-06,6,3,3
2024-03-07,7,1,4
2024-03-08,4,0,3
2024-03-09,8,1,0
2024-03-10,4,1,0
2024-03-11,3,1,1
2024-03-12,1,1,0
2024-03-13,4,1,0
2024-03-14,3,2,1
2024-03-15,2,0,2
2024-03-16,8,5,3
2024-03-17,7,7,0
2024-03-18,8,4,0
2024-03-19,8,8,0
2024-03-20,8,1,3
2024-03-21,2,2,0
2024-03-22,6,2,1
2024-03-23,1,1,0
2024-03-24,0,0,0
2024-03-25,7,7,0
2024-03-26,2,2,0
2024-03-27,4,1,3
2024-03-28,3,3,0
2024-03-29,8,2,2
2024-03-30,3,1,1
2024-03-31,1,1,0
2024-04-01,6,4,2
2024-04-02,6,5,0
2024-04-03,4,1,2
2024-04-04,8,6,1
2024-04-05,0,0,0
2024-04-06,8,6,1
2024-04-07,2,1,0
2024-04-08,6,6,0
2024-04-09,6,4,2
2024-04-10,2,2,0
2024-04-11,8,3,3
2024-04-12,7,6,1
2024-04-13,3,0,3
2024-04-14,8,7,0
2024-04-15,6,1,1
2024-04-16,1,0,0
2024-04-17,3,0,2
