created_date,quantity,positive,negative
2023-05-30,3,3,0
2023-05-31,1,0,0
2023-06-01,6,5,0
2023-06-02,6,3,3
2023-06-03,1,0,0
2023-06-04,1,1,0
2023-06-05,3,3,0
2023-06-06,7,6,1
2023-06-07,2,1,1
2023-06-08,3,3,0
2023-06-09,3,1,1
2023-06-10,4,2,0
2023-06-11,1,0,0
2023-06-12,4,4,0
2023-06-13,1,1,0
2023-06-14,7,1,0
2023-06-15,1,1,0
2023-06-16,4,2,2
2023-06-17,8,1,1
2023-06-18,3,3,0
2023-06-19,4,4,0
2023-06-20,1,0,0
2023-06-21,4,3,0
2023-06-22,1,1,0
2023-06-23,4,2,1
2023-06-24,1,1,0
2023-06-25,2,2,0
2023-06-26,8,7,0
2023-06-27,5,5,0
2023-06-28,1,1,0
2023-06-29,2,0,0
2023-06-30,2,1,1
2023-07-01,7,6,0
2023-07-02,3,3,0
2023-07-03,2,1,0
2023-07-04,4,0,0
2023-07-05,4,0,0
2023-07-06,1,1,0
2023-07-07,2,1,1
2023-07-08,2,0,0
2023-07-09,3,2,1
2023-07-10,1,0,0
2023-07-11,1,0,0
2023-07-12,6,2,2
2023-07-13,7,3,1
2023-07-14,6,2,1
2023-07-15,2,2,0
2023-07-16,3,0,0
2023-07-17,1,0,0
2023-07-18,2,1,1
2023-07-19,1,0,0
2023-07-20,1,0,0
2023-07-21,1,1,0
2023-07-22,8,3,0
2023-07-23,2,0,0
2023-07-24,3,1,0
2023-07-25,6,6,0
2023-07-26,4,1,1
2023-07-27,3,3,0
2023-07-28,1,1,0
2023-07-29,4,4,0
2023-07-30,2,0,0
2023-07-31,4,1,1
2023-08-01,1,1,0
2023-08-02,7,6,1
2023-08-03,7,0,0
2023-08-04,2,1,0
2023-08-05,2,1,0
2023-08-06,1,1,0
2023-08-07,7,7,0
2023-08-08,2,0,0
2023-08-09,4,2,2
2023-08-10,2,0,0
2023-08-11,7,1,1
2023-08-12,6,2,2
2023-08-13,4,4,0
2023-08-14,4,3,0
2023-08-15,1,0,0
2023-08-16,1,1,0
2023-08-17,4,0,0
2023-08-18,3,2,0
2023-08-19,4,1,1
2023-08-20,7,3,2
2023-08-21,2,2,0
2023-08-22,7,7,0
2023-08-23,3,2,0
2023-08-24,8,7,1
2023-08-25,7,5,2
2023-08-26,4,0,0
2023-08-27,1,1,0
2023-08-28,4,4,0
2023-08-29,2,2,0
2023-08-30,3,0,0
2023-08-31,1,1,0
2023-09-01,6,1,1
2023-09-02,1,0,0
2023-09-03,3,1,1
2023-09-04,4,1,1
2023-09-05,1,1,0
2023-09-06,8,4,3
2023-09-07,2,1,0
2023-09-08,4,0,0
2023-09-09,2,2,0
2023-09-10,2,0,0
2023-09-11,2,1,0
2023-09-12,1,0,0
2023-09-13,3,2,0
2023-09-14,3,0,0
2023-09-15,2,1,0
2023-09-16,3,0,0
2023-09-17,4,2,1
2023-09-18,3,2,0
2023-09-19,8,8,0
2023-09-20,2,0,0
2023-09-21,1,1,0
2023-09-22,1,0,0
2023-09-23,1,1,0
2023-09-24,2,2,0
2023-09-25,4,0,0
2023-09-26,3,0,0
2023-09-27,4,4,0
2023-09-28,1,1,0
2023-09-29,4,1,0
2023-09-30,4,1,1
2023-10-01,1,0,0
2023-10-02,4,3,0
2023-10-03,2,0,0
2023-10-04,2,2,0
2023-10-05,1,0,0
2023-10-06,4,0,0
2023-10-07,8,2,2
2023-10-08,2,2,0
2023-10-09,1,1,0
2023-10-10,8,8,0
2023-10-11,2,0,0
2023-10-12,3,2,1
2023-10-13,0,0,0
2023-10-14,4,2,0
2023-10-15,1,1,0
2023-10-16,7,5,0
2023-10-17,8,3,1
2023-10-18,2,2,0
2023-10-19,1,1,0
2023-10-20,1,0,0
2023-10-21,1,0,0
2023-10-22,6,3,1
2023-10-23,1,1,0
2023-10-24,1,1,0
2023-10-25,6,2,0
2023-10-26,2,2,0
2023-10-27,8,2,2
2023-10-28,7,3,1
2023-10-29,6,6,0
2023-10-30,2,2,0
2023-10-31,1,1,0
2023-11-01,2,2,0
2023-11-02,6,0,0
2023-11-03,7,5,1
2023-11-04,7,0,0
2023-11-05,1,0,0
2023-11-06,3,1,1
2023-11-07,1,0,0
2023-11-08,2,1,0
2023-11-09,1,0,0
2023-11-10,2,2,0
2023-11-11,0,0,0
2023-11-12,2,1,1
2023-11-13,7,5,2
2023-11-14,2,2,0
2023-11-15,8,3,3
2023-11-16,8,1,1
2023-11-17,1,1,0
2023-11-18,3,2,1
2023-11-19,1,0,0
2023-11-20,4,1,1
2023-11-21,7,5,2
2023-11-22,7,5,0
