created_date,quantity,positive,negative
2023-05-30,5,1,1
2023-05-31,7,3,2
2023-06-01,8,5,1
2023-06-02,8,0,0
2023-06-03,7,4,1
2023-06-04,8,8,0
2023-06-05,14,5,5
2023-06-06,10,10,0
2023-06-07,9,5,0
2023-06-08,6,3,0
2023-06-09,5,5,0
2023-06-10,23,21,1
2023-06-11,4,3,1
2023-06-12,9,3,2
2023-06-13,8,8,0
2023-06-14,17,8,7
2023-06-15,4,3,1
2023-06-16,8,8,0
2023-06-17,15,0,0
2023-06-18,7,5,0
2023-06-19,8,1,1
2023-06-20,9,5,4
2023-06-21,14,8,4
2023-06-22,7,7,0
2023-06-23,8,8,0
2023-06-24,14,8,5
2023-06-25,2,2,0
2023-06-26,8,7,0
2023-06-27,10,7,1
2023-06-28,7,7,0
2023-06-29,13,6,0
2023-06-30,6,0,0
2023-07-01,1,1,0
2023-07-02,12,2,2
2023-07-03,11,0,0
2023-07-04,4,3,1
2023-07-05,5,2,0
2023-07-06,4,0,0
2023-07-07,7,2,2
2023-07-08,8,6,2
2023-07-09,4,1,1
2023-07-10,8,8,0
2023-07-11,14,14,0
2023-07-12,21,20,1
2023-07-13,17,10,5
2023-07-14,9,0,0
2023-07-15,7,0,0
2023-07-16,5,5,0
2023-07-17,12,9,0
2023-07-18,13,8,4
2023-07-19,9,7,2
2023-07-20,7,1,1
2023-07-21,4,4,0
2023-07-22,20,4,4
2023-07-23,3,3,0
2023-07-24,12,9,1
2023-07-25,11,0,0
2023-07-26,8,8,0
2023-07-27,6,6,0
2023-07-28,13,3,3
2023-07-29,8,0,0
2023-07-30,4,2,1
2023-07-31,7,7,0
2023-08-01,8,7,0
2023-08-02,7,4,0
2023-08-03,7,4,0
2023-08-04,2,2,0
2023-08-05,17,13,1
2023-08-06,14,6,6
2023-08-07,18,2,2
2023-08-08,6,0,0
2023-08-09,2,2,0
2023-08-10,7,6,1
2023-08-11,6,6,0
2023-08-12,13,1,1
2023-08-13,8,1,1
2023-08-14,13,9,2
2023-08-15,17,0,0
2023-08-16,8,8,0
2023-08-17,8,3,1
2023-08-18,9,2,2
2023-08-19,11,9,0
2023-08-20,6,6,0
2023-08-21,10,4,2
2023-08-22,7,7,0
2023-08-23,10,1,1
2023-08-24,10,8,1
2023-08-25,7,7,0
2023-08-26,18,18,0
2023-08-27,12,2,2
2023-08-28,17,4,4
2023-08-29,14,0,0
2023-08-30,18,9,5
2023-08-31,3,3,0
2023-09-01,12,12,0
2023-09-02,20,12,6
2023-09-03,8,0,0
2023-09-04,6,6,0
2023-09-05,8,6,2
2023-09-06,8,0,0
2023-09-07,7,6,0
2023-09-08,8,8,0
2023-09-09,16,15,0
2023-09-10,2,0,0
2023-09-11,7,0,0
2023-09-12,7,7,0
2023-09-13,9,5,0
2023-09-14,7,7,0
2023-09-15,3,3,0
2023-09-16,14,14,0
2023-09-17,8,5,2
2023-09-18,5,5,0
2023-09-19,11,7,1
2023-09-20,6,4,0
2023-09-21,3,2,1
2023-09-22,5,1,1
2023-09-23,7,7,0
2023-09-24,2,2,0
2023-09-25,19,14,4
2023-09-26,7,6,1
2023-09-27,8,6,2
2023-09-28,6,1,1
2023-09-29,7,7,0
2023-09-30,13,2,2
2023-10-01,6,6,0
2023-10-02,13,6,3
2023-10-03,10,3,1
2023-10-04,10,0,0
2023-10-05,8,7,0
2023-10-06,3,3,0
2023-10-07,12,12,0
2023-10-08,3,2,0
2023-10-09,8,8,0
2023-10-10,14,14,0
2023-10-11,8,7,1
2023-10-12,7,2,1
2023-10-13,4,4,0
2023-10-14,16,13,3
2023-10-15,6,6,0
2023-10-16,14,8,6
2023-10-17,11,3,3
2023-10-18,10,1,1
2023-10-19,6,0,0
2023-10-20,6,6,0
2023-10-21,25,6,6
2023-10-22,13,11,1
2023-10-23,5,3,2
2023-10-24,4,2,1
2023-10-25,8,5,2
2023-10-26,0,0,0
2023-10-27,5,5,0
2023-10-28,16,1,1
2023-10-29,4,4,0
2023-10-30,14,2,1
2023-10-31,8,8,0
2023-11-01,9,8,0
2023-11-02,7,2,1
2023-11-03,8,8,0
2023-11-04,17,7,7
2023-11-05,7,1,0
2023-11-06,12,1,1
2023-11-07,5,3,0
2023-11-08,10,9,0
2023-11-09,5,2,0
2023-11-10,7,1,1
2023-11-11,11,5,2
2023-11-12,7,3,3
2023-11-13,7,5,2
2023-11-14,10,8,2
2023-11-15,7,0,0
2023-11-16,7,1,1
2023-11-17,5,3,1
2023-11-18,8,5,3
2023-11-19,4,4,0
2023-11-20,12,9,0
2023-11-21,7,7,0
2023-11-22,8,5,3
2023-11-23,9,2,0
2023-11-24,5,5,0
2023-11-25,13,12,1
2023-11-26,7,7,0
2023-11-27,13,12,1
2023-11-28,10,2,2
2023-11-29,3,3,0
2023-11-30,9,0,0
2023-12-01,5,5,0
2023-12-02,11,6,1
2023-12-03,7,6,1
2023-12-04,5,5,0
2023-12-05,11,6,1
2023-12-06,6,0,0
2023-12-07,3,0,0
2023-12-08,6,6,0
2023-12-09,12,12,0
2023-12-10,6,6,0
2023-12-11,12,11,0
2023-12-12,9,1,0
2023-12-13,9,9,0
2023-12-14,15,12,2
2023-12-15,5,5,0
2023-12-16,14,9,5
2023-12-17,7,7,0
2023-12-18,17,7,7
2023-12-19,6,5,1
2023-12-20,11,8,1
2023-12-21,4,2,0
2023-12-22,8,4,2
2023-12-23,9,1,1
2023-12-24,8,7,1
2023-12-25,7,6,0
2023-12-26,9,4,1
2023-12-27,12,8,2
2023-12-28,8,7,0
2023-12-29,10,10,0
2023-12-30,16,4,2
2023-12-31,2,2,0
