created_date,quantity,positive,negative
2024-01-01,5,4,0
2024-01-02,0,0,0
2024-01-03,8,3,0
2024-01-04,8,8,0
2024-01-05,7,2,0
2024-01-06,8,8,0
2024-01-07,14,9,4
2024-01-08,10,4,6
2024-01-09,9,2,4
2024-01-10,6,4,1
2024-01-11,7,2,4
2024-01-12,11,8,1
2024-01-13,7,0,4
2024-01-14,9,1,4
2024-01-15,8,3,3
2024-01-16,7,6,0
2024-01-17,6,2,0
2024-01-18,8,8,0
2024-01-19,15,9,6
2024-01-20,7,7,0
2024-01-21,8,1,6
2024-01-22,9,5,3
2024-01-23,14,9,3
2024-01-24,7,2,5
2024-01-25,8,8,0
2024-01-26,0,0,0
2024-01-27,7,2,5
2024-01-28,8,7,0
2024-01-29,10,3,4
2024-01-30,7,7,0
2024-01-31,13,7,0
2024-02-01,6,3,0
2024-02-02,6,6,0
2024-02-03,12,3,7
2024-02-04,11,11,0
2024-02-05,7,2,0
2024-02-06,5,0,1
2024-02-07,4,3,1
2024-02-08,7,0,7
2024-02-09,8,5,2
2024-02-10,8,1,0
2024-02-11,8,8,0
2024-02-12,14,3,7
2024-02-13,16,10,3
2024-02-14,13,9,0
2024-02-15,9,4,2
2024-02-16,7,2,2
2024-02-17,7,6,0
2024-02-18,12,11,0
2024-02-19,13,2,1
2024-02-20,9,8,1
2024-02-21,7,0,0
2024-02-22,6,6,0
2024-02-23,0,0,0
2024-02-24,6,6,0
2024-02-25,12,10,1
2024-02-26,11,10,1
2024-02-27,8,2,3
2024-02-28,6,6,0
2024-02-29,13,9,2
2024-03-01,8,7,0
2024-03-02,6,2,0
2024-03-03,7,4,1
2024-03-04,8,1,6
2024-03-05,7,3,1
2024-03-06,7,1,0
2024-03-07,6,5,0
2024-03-08,11,1,6
2024-03-09,14,6,0
2024-03-10,12,4,3
2024-03-11,6,6,0
2024-03-12,8,1,0
2024-03-13,7,2,3
2024-03-14,6,6,0
2024-03-15,13,8,5
2024-03-16,8,2,3
2024-03-17,13,4,1
2024-03-18,13,6,6
2024-03-19,8,8,0
2024-03-20,8,6,0
2024-03-21,9,3,3
2024-03-22,11,6,5
2024-03-23,6,3,0
2024-03-24,10,1,5
2024-03-25,7,7,0
2024-03-26,10,2,5
2024-03-27,10,4,3
2024-03-28,7,7,0
2024-03-29,0,0,0
2024-03-30,12,7,1
2024-03-31,11,5,4
