created_date,quantity,positive,negative
2023-05-30,7,5,0
2023-05-31,11,3,6
2023-06-01,7,3,2
2023-06-02,8,4,1
2023-06-03,12,3,0
2023-06-04,8,2,2
2023-06-05,6,1,4
2023-06-06,6,1,3
2023-06-07,9,4,5
2023-06-08,5,3,0
2023-06-09,7,0,1
2023-06-10,8,5,0
2023-06-11,11,9,0
2023-06-12,6,4,2
2023-06-13,7,2,4
2023-06-14,8,8,0
2023-06-15,7,5,0
2023-06-16,6,6,0
2023-06-17,14,0,4
2023-06-18,6,4,1
2023-06-19,9,9,0
2023-06-20,9,2,2
2023-06-21,10,2,4
2023-06-22,7,0,3
2023-06-23,6,4,1
2023-06-24,11,4,3
2023-06-25,6,2,4
2023-06-26,8,1,6
2023-06-27,7,4,2
2023-06-28,6,2,3
2023-06-29,6,2,4
2023-06-30,6,0,6
2023-07-01,8,5,0
2023-07-02,13,3,1
2023-07-03,3,3,0
2023-07-04,6,6,0
2023-07-05,8,6,1
2023-07-06,12,10,0
2023-07-07,11,3,7
2023-07-08,7,7,0
2023-07-09,14,4,6
2023-07-10,13,11,0
2023-07-11,7,7,0
2023-07-12,6,0,0
2023-07-13,6,1,4
2023-07-14,6,1,0
2023-07-15,10,4,3
2023-07-16,13,4,1
2023-07-17,6,0,3
2023-07-18,6,4,1
2023-07-19,7,5,1
2023-07-20,10,7,2
2023-07-21,6,6,0
2023-07-22,5,5,0
2023-07-23,9,6,3
2023-07-24,6,0,0
2023-07-25,8,5,0
2023-07-26,6,6,0
2023-07-27,12,10,0
2023-07-28,8,6,0
2023-07-29,11,10,0
2023-07-30,11,4,1
2023-07-31,8,4,4
2023-08-01,11,9,0
2023-08-02,12,1,5
2023-08-03,8,5,1
2023-08-04,6,6,0
2023-08-05,13,9,0
2023-08-06,13,0,1
2023-08-07,9,2,0
2023-08-08,13,2,1
2023-08-09,7,6,0
2023-08-10,6,3,1
2023-08-11,7,4,1
2023-08-12,6,0,0
2023-08-13,5,4,1
2023-08-14,7,7,0
2023-08-15,13,6,1
2023-08-16,1,1,0
2023-08-17,7,2,3
2023-08-18,8,1,7
2023-08-19,8,0,0
2023-08-20,12,11,0
2023-08-21,7,3,0
2023-08-22,11,5,6
2023-08-23,8,0,1
2023-08-24,12,6,3
2023-08-25,7,7,0
2023-08-26,7,4,1
2023-08-27,6,6,0
2023-08-28,7,0,1
2023-08-29,2,2,0
2023-08-30,10,7,1
2023-08-31,12,3,8
2023-09-01,6,6,0
2023-09-02,11,0,3
2023-09-03,8,8,0
2023-09-04,12,2,1
2023-09-05,8,5,0
2023-09-06,8,4,4
2023-09-07,2,2,0
2023-09-08,13,0,13
2023-09-09,8,6,2
2023-09-10,6,6,0
2023-09-11,7,5,1
2023-09-12,9,5,4
2023-09-13,12,9,2
2023-09-14,4,4,0
2023-09-15,14,4,6
2023-09-16,8,8,0
2023-09-17,7,7,0
2023-09-18,14,2,9
2023-09-19,11,3,7
2023-09-20,10,6,1
2023-09-21,9,8,0
2023-09-22,11,10,1
2023-09-23,9,8,1
2023-09-24,7,7,0
2023-09-25,13,6,5
2023-09-26,8,3,4
2023-09-27,8,5,0
2023-09-28,7,7,0
2023-09-29,11,0,6
2023-09-30,6,6,0
2023-10-01,13,7,0
2023-10-02,9,0,0
2023-10-03,6,6,0
2023-10-04,12,3,2
