created_date,quantity,positive,negative
2022-03-31,8,7,0
2022-04-01,8,0,4
2022-04-02,6,6,0
2022-04-03,6,0,2
2022-04-04,1,1,0
2022-04-05,3,0,0
2022-04-06,2,2,0
2022-04-07,8,7,0
2022-04-08,6,4,0
2022-04-09,3,0,3
2022-04-10,8,3,0
2022-04-11,8,7,1
2022-04-12,1,0,1
2022-04-13,4,3,1
2022-04-14,7,6,1
2022-04-15,1,0,1
2022-04-16,6,6,0
2022-04-17,4,1,0
2022-04-18,8,1,3
2022-04-19,6,1,1
2022-04-20,3,3,0
2022-04-21,2,1,0
2022-04-22,3,3,0
2022-04-23,3,0,2
2022-04-24,8,0,5
2022-04-25,6,3,1
2022-04-26,8,8,0
2022-04-27,1,0,0
2022-04-28,2,2,0
2022-04-29,4,4,0
2022-04-30,4,0,3
2022-05-01,6,3,2
2022-05-02,7,6,1
2022-05-03,8,8,0
2022-05-04,8,3,5
2022-05-05,7,4,0
2022-05-06,7,0,3
2022-05-07,7,0,5
2022-05-08,7,3,2
2022-05-09,8,3,2
2022-05-10,2,1,0
2022-05-11,2,2,0
2022-05-12,8,1,4
2022-05-13,3,1,1
2022-05-14,3,3,0
2022-05-15,8,0,4
2022-05-16,2,0,0
2022-05-17,7,5,1
2022-05-18,3,0,0
2022-05-19,2,1,0
2022-05-20,7,1,4
2022-05-21,7,3,3
2022-05-22,6,4,0
2022-05-23,4,2,2
2022-05-24,1,0,0
2022-05-25,2,2,0
2022-05-26,8,6,0
2022-05-27,6,3,2
2022-05-28,7,0,2
2022-05-29,2,1,1
2022-05-30,2,0,1
2022-05-31,6,6,0
2022-06-01,1,1,0
2022-06-02,7,5,2
2022-06-03,7,0,1
2022-06-04,6,1,2
2022-06-05,6,6,0
2022-06-06,1,0,0
2022-06-07,4,1,2
2022-06-08,3,2,1
2022-06-09,1,1,0
2022-06-10,8,8,0
2022-06-11,6,2,3
2022-06-12,8,8,0
2022-06-13,7,6,1
2022-06-14,8,7,0
2022-06-15,6,4,2
2022-06-16,1,0,0
2022-06-17,3,0,0
2022-06-18,2,1,0
2022-06-19,3,0,3
2022-06-20,6,5,0
2022-06-21,6,6,0
2022-06-22,6,1,2
2022-06-23,8,5,3
2022-06-24,2,2,0
2022-06-25,7,5,2
2022-06-26,8,0,7
2022-06-27,3,1,1
2022-06-28,1,0,0
2022-06-29,1,1,0
2022-06-30,3,3,0
2022-07-01,1,1,0
2022-07-02,6,2,1
2022-07-03,6,4,1
2022-07-04,6,5,1
2022-07-05,1,1,0
2022-07-06,8,1,0
2022-07-07,4,0,0
2022-07-08,7,2,0
2022-07-09,8,2,2
2022-07-10,6,2,1
2022-07-11,8,1,5
2022-07-12,1,0,0
2022-07-13,1,1,0
2022-07-14,3,3,0
2022-07-15,8,4,0
2022-07-16,3,1,1
2022-07-17,7,2,2
2022-07-18,8,4,0
2022-07-19,7,5,1
2022-07-20,6,1,2
2022-07-21,7,1,6
2022-07-22,7,2,2
2022-07-23,4,1,0
2022-07-24,4,0,4
2022-07-25,3,3,0
2022-07-26,7,6,0
2022-07-27,1,0,1
2022-07-28,1,0,1
2022-07-29,4,1,3
2022-07-30,8,7,1
2022-07-31,6,4,2
2022-08-01,2,2,0
2022-08-02,2,2,0
2022-08-03,8,7,0
2022-08-04,2,2,0
2022-08-05,3,1,2
2022-08-06,7,4,0
2022-08-07,1,1,0
2022-08-08,7,4,1
2022-08-09,2,2,0
2022-08-10,4,2,1
2022-08-11,6,1,1
2022-08-12,2,0,2
2022-08-13,1,1,0
2022-08-14,8,3,4
2022-08-15,6,6,0
2022-08-16,2,1,0
2022-08-17,7,1,4
2022-08-18,4,2,1
2022-08-19,1,1,0
2022-08-20,8,6,1
2022-08-21,1,1,0
2022-08-22,3,1,0
2022-08-23,6,3,3
2022-08-24,8,6,1
2022-08-25,6,4,0
2022-08-26,7,1,0
2022-08-27,1,1,0
2022-08-28,8,2,1
2022-08-29,2,2,0
2022-08-30,3,1,1
2022-08-31,2,2,0
2022-09-01,6,5,0
2022-09-02,3,1,2
2022-09-03,6,0,1
2022-09-04,4,4,0
2022-09-05,7,7,0
2022-09-06,3,0,2
2022-09-07,2,2,0
2022-09-08,8,7,1
2022-09-09,6,2,3
2022-09-10,2,2,0
2022-09-11,7,4,1
2022-09-12,7,6,1
2022-09-13,4,1,3
2022-09-14,1,0,1
2022-09-15,2,2,0
2022-09-16,6,4,2
2022-09-17,7,1,2
2022-09-18,1,0,1
2022-09-19,6,2,1
2022-09-20,7,1,0
2022-09-21,8,3,3
2022-09-22,8,3,0
2022-09-23,3,3,0
2022-09-24,6,5,0
2022-09-25,3,2,1
2022-09-26,6,1,5
2022-09-27,6,5,1
2022-09-28,6,1,1
2022-09-29,4,1,0
2022-09-30,8,1,3
2022-10-01,3,2,1
2022-10-02,1,1,0
2022-10-03,7,6,1
2022-10-04,6,0,6
2022-10-05,8,8,0
2022-10-06,7,7,0
2022-10-07,8,5,0
2022-10-08,3,0,2
2022-10-09,8,6,0
2022-10-10,6,2,2
2022-10-11,3,2,0
2022-10-12,8,1,4
2022-10-13,4,4,0
2022-10-14,4,2,2
