created_date,quantity,positive,negative
2023-05-30,7,1,1
2023-05-31,7,7,0
2023-06-01,6,3,1
2023-06-02,6,2,0
2023-06-03,6,1,4
2023-06-04,1,1,0
2023-06-05,7,3,3
2023-06-06,7,7,0
2023-06-07,7,7,0
2023-06-08,3,1,0
2023-06-09,6,0,3
2023-06-10,6,4,2
2023-06-11,1,1,0
2023-06-12,0,0,0
2023-06-13,1,1,0
2023-06-14,7,4,3
2023-06-15,8,8,0
2023-06-16,8,3,0
2023-06-17,8,6,0
2023-06-18,3,1,1
2023-06-19,4,4,0
2023-06-20,1,1,0
2023-06-21,7,0,5
2023-06-22,1,0,0
2023-06-23,6,3,0
2023-06-24,7,5,0
2023-06-25,8,3,1
2023-06-26,8,1,2
2023-06-27,7,3,2
2023-06-28,1,1,0
2023-06-29,2,0,2
2023-06-30,2,1,0
2023-07-01,7,6,1
2023-07-02,6,4,2
2023-07-03,2,1,1
2023-07-04,7,6,1
2023-07-05,4,2,2
2023-07-06,8,3,2
2023-07-07,2,1,1
2023-07-08,2,2,0
2023-07-09,6,5,1
2023-07-10,1,1,0
2023-07-11,8,7,0
2023-07-12,6,3,1
2023-07-13,7,5,0
2023-07-14,6,0,4
2023-07-15,2,0,2
2023-07-16,6,0,2
2023-07-17,8,0,1
2023-07-18,2,2,0
2023-07-19,0,0,0
2023-07-20,8,8,0
2023-07-21,6,0,0
2023-07-22,8,8,0
2023-07-23,7,0,4
2023-07-24,3,1,0
2023-07-25,6,2,2
2023-07-26,4,3,1
2023-07-27,8,7,1
2023-07-28,1,1,0
2023-07-29,8,8,0
2023-07-30,6,4,0
2023-07-31,7,4,3
2023-08-01,8,1,3
2023-08-02,7,3,2
2023-08-03,7,6,1
2023-08-04,2,1,0
2023-08-05,2,1,0
2023-08-06,7,3,4
2023-08-07,7,5,2
2023-08-08,6,6,0
2023-08-09,6,5,0
2023-08-10,8,0,7
2023-08-11,7,3,2
2023-08-12,6,6,0
2023-08-13,8,0,0
2023-08-14,0,0,0
2023-08-15,1,1,0
2023-08-16,1,0,0
2023-08-17,6,4,2
2023-08-18,8,8,0
2023-08-19,4,1,1
2023-08-20,7,6,0
2023-08-21,7,2,1
2023-08-22,7,7,0
2023-08-23,7,5,1
2023-08-24,8,5,0
2023-08-25,7,2,4
2023-08-26,7,4,3
2023-08-27,1,0,1
2023-08-28,4,2,0
2023-08-29,7,5,2
2023-08-30,8,3,0
2023-08-31,8,1,5
2023-09-01,6,3,2
2023-09-02,6,4,2
2023-09-03,6,2,3
2023-09-04,6,2,4
2023-09-05,1,1,0
2023-09-06,8,1,3
2023-09-07,2,1,1
2023-09-08,6,3,0
2023-09-09,8,2,5
2023-09-10,8,0,2
2023-09-11,2,2,0
2023-09-12,6,4,2
2023-09-13,6,5,0
2023-09-14,3,0,3
2023-09-15,8,0,6
2023-09-16,6,3,3
2023-09-17,4,4,0
2023-09-18,3,2,1
2023-09-19,8,6,2
2023-09-20,6,5,0
2023-09-21,1,0,0
2023-09-22,1,1,0
2023-09-23,7,1,2
2023-09-24,2,2,0
2023-09-25,6,0,4
2023-09-26,3,0,1
