created_date,quantity,positive,negative
2023-09-15,7,1,1
2023-09-16,7,7,0
2023-09-17,6,3,1
2023-09-18,6,2,0
2023-09-19,6,1,4
2023-09-20,1,1,0
2023-09-21,7,3,3
2023-09-22,7,7,0
2023-09-23,7,7,0
2023-09-24,3,1,0
2023-09-25,6,0,3
2023-09-26,6,4,2
2023-09-27,1,1,0
2023-09-28,0,0,0
2023-09-29,1,1,0
2023-09-30,7,4,3
2023-10-01,8,8,0
2023-10-02,8,3,0
2023-10-03,8,6,0
2023-10-04,3,1,1
2023-10-05,4,4,0
2023-10-06,1,1,0
2023-10-07,7,0,5
2023-10-08,1,0,0
2023-10-09,6,3,0
2023-10-10,7,5,0
2023-10-11,8,3,1
2023-10-12,8,1,2
2023-10-13,7,3,2
2023-10-14,1,1,0
2023-10-15,2,0,2
2023-10-16,2,1,0
2023-10-17,7,6,1
2023-10-18,6,4,2
2023-10-19,2,1,1
2023-10-20,7,6,1
2023-10-21,4,2,2
2023-10-22,8,3,2
2023-10-23,2,1,1
2023-10-24,2,2,0
2023-10-25,6,5,1
2023-10-26,1,1,0
2023-10-27,8,7,0
2023-10-28,6,3,1
2023-10-29,7,5,0
2023-10-30,6,0,4
2023-10-31,2,0,2
2023-11-01,6,0,2
2023-11-02,8,0,1
2023-11-03,2,2,0
2023-11-04,0,0,0
2023-11-05,8,8,0
2023-11-06,6,0,0
2023-11-07,8,8,0
2023-11-08,7,0,4
2023-11-09,3,1,0
2023-11-10,6,2,2
2023-11-11,4,3,1
2023-11-12,8,7,1
2023-11-13,1,1,0
2023-11-14,8,8,0
2023-11-15,6,4,0
2023-11-16,7,4,3
2023-11-17,8,1,3
2023-11-18,7,3,2
2023-11-19,7,6,1
2023-11-20,2,1,0
2023-11-21,2,1,0
2023-11-22,7,3,4
2023-11-23,7,5,2
2023-11-24,6,6,0
2023-11-25,6,5,0
2023-11-26,8,0,7
2023-11-27,7,3,2
2023-11-28,6,6,0
2023-11-29,8,0,0
2023-11-30,0,0,0
2023-12-01,1,1,0
2023-12-02,1,0,0
2023-12-03,6,4,2
2023-12-04,8,8,0
2023-12-05,4,1,1
2023-12-06,7,6,0
2023-12-07,7,2,1
2023-12-08,7,7,0
2023-12-09,7,5,1
2023-12-10,8,5,0
2023-12-11,7,2,4
2023-12-12,7,4,3
2023-12-13,1,0,1
2023-12-14,4,2,0
2023-12-15,7,5,2
2023-12-16,8,3,0
2023-12-17,8,1,5
2023-12-18,6,3,2
2023-12-19,6,4,2
2023-12-20,6,2,3
2023-12-21,6,2,4
2023-12-22,1,1,0
2023-12-23,8,1,3
2023-12-24,2,1,1
2023-12-25,6,3,0
2023-12-26,8,2,5
2023-12-27,8,0,2
2023-12-28,2,2,0
2023-12-29,6,4,2
2023-12-30,6,5,0
2023-12-31,3,0,3
2024-01-01,8,0,6
2024-01-02,6,3,3
2024-01-03,4,4,0
2024-01-04,3,2,1
2024-01-05,8,6,2
2024-01-06,6,5,0
2024-01-07,1,0,0
2024-01-08,1,1,0
2024-01-09,7,1,2
2024-01-10,2,2,0
2024-01-11,6,0,4
2024-01-12,3,0,1
2024-01-13,7,5,0
2024-01-14,1,1,0
2024-01-15,4,0,2
2024-01-16,4,4,0
2024-01-17,1,1,0
2024-01-18,0,0,0
2024-01-19,0,0,0
2024-01-20,2,2,0
