created_date,quantity,positive,negative
2023-09-15,5,4,0
2023-09-16,0,0,0
2023-09-17,8,3,0
2023-09-18,8,8,0
2023-09-19,7,2,0
2023-09-20,8,8,0
2023-09-21,14,9,4
2023-09-22,10,4,6
2023-09-23,9,2,4
2023-09-24,6,4,1
2023-09-25,7,2,4
2023-09-26,11,8,1
2023-09-27,7,0,4
2023-09-28,9,1,4
2023-09-29,8,3,3
2023-09-30,7,6,0
2023-10-01,6,2,0
2023-10-02,8,8,0
2023-10-03,15,9,6
2023-10-04,7,7,0
2023-10-05,8,1,6
2023-10-06,9,5,3
2023-10-07,14,9,3
2023-10-08,7,2,5
2023-10-09,8,8,0
2023-10-10,0,0,0
2023-10-11,7,2,5
2023-10-12,8,7,0
2023-10-13,10,3,4
2023-10-14,7,7,0
2023-10-15,13,7,0
2023-10-16,6,3,0
2023-10-17,6,6,0
2023-10-18,12,3,7
2023-10-19,11,11,0
2023-10-20,7,2,0
2023-10-21,5,0,1
2023-10-22,4,3,1
2023-10-23,7,0,7
2023-10-24,8,5,2
2023-10-25,8,1,0
2023-10-26,8,8,0
2023-10-27,14,3,7
2023-10-28,16,10,3
2023-10-29,13,9,0
2023-10-30,9,4,2
2023-10-31,7,2,2
2023-11-01,7,6,0
2023-11-02,12,11,0
2023-11-03,13,2,1
2023-11-04,9,8,1
2023-11-05,7,0,0
2023-11-06,6,6,0
2023-11-07,0,0,0
2023-11-08,6,6,0
2023-11-09,12,10,1
2023-11-10,11,10,1
2023-11-11,8,2,3
2023-11-12,6,6,0
2023-11-13,13,9,2
2023-11-14,8,7,0
2023-11-15,6,2,0
2023-11-16,7,4,1
2023-11-17,8,1,6
2023-11-18,7,3,1
2023-11-19,7,1,0
2023-11-20,6,5,0
2023-11-21,11,1,6
2023-11-22,14,6,0
2023-11-23,12,4,3
2023-11-24,6,6,0
2023-11-25,8,1,0
2023-11-26,7,2,3
2023-11-27,6,6,0
2023-11-28,13,8,5
2023-11-29,8,2,3
2023-11-30,13,4,1
2023-12-01,13,6,6
2023-12-02,8,8,0
2023-12-03,8,6,0
2023-12-04,9,3,3
2023-12-05,11,6,5
2023-12-06,6,3,0
2023-12-07,10,1,5
2023-12-08,7,7,0
2023-12-09,10,2,5
2023-12-10,10,4,3
2023-12-11,7,7,0
2023-12-12,0,0,0
2023-12-13,12,7,1
2023-12-14,11,5,4
2023-12-15,1,1,0
2023-12-16,7,1,4
2023-12-17,6,6,0
2023-12-18,4,0,1
2023-12-19,0,0,0
2023-12-20,8,6,1
2023-12-21,6,5,0
2023-12-22,8,1,2
2023-12-23,8,7,1
2023-12-24,7,3,1
2023-12-25,8,8,0
2023-12-26,13,7,5
2023-12-27,8,5,0
2023-12-28,7,4,1
2023-12-29,7,5,1
2023-12-30,9,1,4
2023-12-31,7,5,2
2024-01-01,7,7,0
2024-01-02,14,13,1
2024-01-03,8,7,0
2024-01-04,5,5,0
2024-01-05,11,2,5
2024-01-06,6,6,0
2024-01-07,8,3,2
2024-01-08,5,2,1
2024-01-09,7,5,2
2024-01-10,7,7,0
2024-01-11,12,2,8
2024-01-12,7,6,1
2024-01-13,8,0,0
2024-01-14,6,4,0
2024-01-15,7,7,0
2024-01-16,13,9,2
2024-01-17,6,6,0
2024-01-18,13,1,9
2024-01-19,10,5,3
2024-01-20,10,9,1
2024-01-21,8,6,0
2024-01-22,8,6,0
2024-01-23,12,1,1
2024-01-24,6,3,1
2024-01-25,8,8,0
2024-01-26,14,3,8
2024-01-27,8,6,2
2024-01-28,7,2,3
2024-01-29,7,7,0
2024-01-30,15,6,6
2024-01-31,6,6,0
2024-02-01,14,6,4
2024-02-02,11,11,0
2024-02-03,10,3,5
2024-02-04,6,6,0
2024-02-05,6,6,0
2024-02-06,17,10,1
2024-02-07,13,4,0
2024-02-08,5,3,1
2024-02-09,8,5,0
2024-02-10,8,7,1
2024-02-11,0,0,0
2024-02-12,6,6,0
2024-02-13,14,7,5
2024-02-14,6,6,0
2024-02-15,14,9,5
2024-02-16,8,5,3
2024-02-17,9,3,3
2024-02-18,7,3,0
2024-02-19,8,7,1
2024-02-20,10,1,4
2024-02-21,7,3,2
2024-02-22,12,10,0
2024-02-23,5,5,0
2024-02-24,10,9,1
2024-02-25,7,4,2
2024-02-26,7,6,0
2024-02-27,11,3,5
2024-02-28,7,3,4
2024-02-29,7,6,1
2024-03-01,10,6,0
2024-03-02,7,6,0
2024-03-03,7,7,0
2024-03-04,5,1,0
2024-03-05,8,1,2
2024-03-06,7,4,0
2024-03-07,12,11,0
2024-03-08,7,3,2
2024-03-09,8,3,2
2024-03-10,9,4,4
2024-03-11,8,6,0
2024-03-12,0,0,0
2024-03-13,7,7,0
2024-03-14,13,11,2
2024-03-15,10,7,1
2024-03-16,6,6,0
2024-03-17,9,8,0
2024-03-18,7,2,2
2024-03-19,11,11,0
2024-03-20,7,6,0
2024-03-21,8,7,1
2024-03-22,11,6,1
2024-03-23,6,3,2
2024-03-24,8,2,4
2024-03-25,6,6,0
2024-03-26,12,12,0
2024-03-27,6,6,0
2024-03-28,12,2,5
2024-03-29,9,6,0
2024-03-30,9,2,0
2024-03-31,7,5,0
2024-04-01,5,5,0
2024-04-02,14,9,1
2024-04-03,7,3,3
2024-04-04,0,0,0
2024-04-05,6,3,2
2024-04-06,11,2,4
2024-04-07,6,3,2
2024-04-08,8,7,0
2024-04-09,9,9,0
2024-04-10,8,1,2
2024-04-11,7,1,3
2024-04-12,9,9,0
2024-04-13,12,4,0
2024-04-14,8,6,2
2024-04-15,10,10,0
2024-04-16,16,13,0
2024-04-17,7,7,0
