created_date,quantity,positive,negative
2023-09-15,7,4,0
2023-09-16,7,5,2
2023-09-17,10,1,4
2023-09-18,9,4,0
2023-09-19,7,1,2
2023-09-20,8,1,6
2023-09-21,7,7,0
2023-09-22,0,0,0
2023-09-23,5,0,1
2023-09-24,8,5,3
2023-09-25,6,4,0
2023-09-26,7,7,0
2023-09-27,0,0,0
2023-09-28,11,0,1
2023-09-29,7,4,3
2023-09-30,7,6,1
2023-10-01,12,9,0
2023-10-02,8,2,1
2023-10-03,7,5,1
2023-10-04,7,0,5
2023-10-05,11,2,6
2023-10-06,6,1,3
2023-10-07,9,8,1
2023-10-08,6,0,3
2023-10-09,6,4,1
2023-10-10,8,6,0
2023-10-11,10,6,0
2023-10-12,8,4,1
2023-10-13,9,9,0
2023-10-14,12,4,4
2023-10-15,4,4,0
2023-10-16,13,2,2
2023-10-17,8,0,1
2023-10-18,1,1,0
2023-10-19,7,7,0
2023-10-20,7,4,2
2023-10-21,6,5,1
2023-10-22,7,2,0
2023-10-23,7,1,5
2023-10-24,9,9,0
2023-10-25,0,0,0
2023-10-26,0,0,0
2023-10-27,5,3,0
2023-10-28,6,4,2
2023-10-29,6,6,0
2023-10-30,7,0,5
2023-10-31,9,6,1
2023-11-01,10,2,2
2023-11-02,10,3,6
2023-11-03,8,2,6
2023-11-04,8,7,1
2023-11-05,6,6,0
2023-11-06,13,1,5
2023-11-07,11,1,3
2023-11-08,6,3,1
2023-11-09,9,3,1
2023-11-10,13,10,3
2023-11-11,12,10,0
2023-11-12,12,8,2
2023-11-13,6,6,0
2023-11-14,12,1,0
2023-11-15,8,2,3
2023-11-16,10,9,1
2023-11-17,10,4,5
2023-11-18,6,5,0
2023-11-19,7,4,1
2023-11-20,9,2,2
2023-11-21,11,5,3
2023-11-22,8,7,0
2023-11-23,12,8,3
2023-11-24,7,2,1
2023-11-25,7,7,0
2023-11-26,13,3,4
2023-11-27,11,10,1
2023-11-28,9,3,1
2023-11-29,7,7,0
2023-11-30,10,9,0
2023-12-01,3,3,0
2023-12-02,13,13,0
2023-12-03,11,7,2
2023-12-04,7,5,1
2023-12-05,7,7,0
2023-12-06,13,9,1
2023-12-07,6,5,0
2023-12-08,9,6,1
2023-12-09,12,6,0
2023-12-10,6,5,0
2023-12-11,10,0,8
2023-12-12,11,3,4
2023-12-13,9,6,0
2023-12-14,12,11,0
2023-12-15,11,3,3
2023-12-16,8,0,8
2023-12-17,7,3,0
2023-12-18,12,3,0
2023-12-19,7,6,0
2023-12-20,7,0,6
2023-12-21,8,1,5
2023-12-22,8,6,0
2023-12-23,6,2,4
2023-12-24,10,1,2
2023-12-25,13,12,1
2023-12-26,9,8,0
2023-12-27,9,8,1
2023-12-28,7,5,1
2023-12-29,7,3,3
2023-12-30,7,5,0
2023-12-31,8,2,5
2024-01-01,10,6,2
2024-01-02,7,4,3
2024-01-03,9,3,2
2024-01-04,9,4,3
2024-01-05,8,8,0
2024-01-06,1,1,0
2024-01-07,6,6,0
2024-01-08,13,9,0
2024-01-09,7,5,0
2024-01-10,8,2,0
2024-01-11,6,1,4
2024-01-12,10,8,2
2024-01-13,4,3,0
2024-01-14,8,1,0
2024-01-15,6,3,3
2024-01-16,6,0,2
2024-01-17,7,4,3
2024-01-18,6,4,2
2024-01-19,7,0,3
2024-01-20,8,0,3
2024-01-21,11,0,0
2024-01-22,10,6,3
2024-01-23,6,3,2
2024-01-24,10,0,3
2024-01-25,8,1,0
2024-01-26,12,9,0
2024-01-27,10,7,1
2024-01-28,8,7,1
2024-01-29,6,2,1
2024-01-30,7,4,2
2024-01-31,6,6,0
2024-02-01,6,4,1
2024-02-02,11,5,0
2024-02-03,8,6,1
2024-02-04,7,7,0
2024-02-05,13,9,0
2024-02-06,8,7,0
2024-02-07,11,11,0
2024-02-08,6,1,0
2024-02-09,7,5,2
2024-02-10,8,4,2
2024-02-11,6,6,0
2024-02-12,4,4,0
2024-02-13,2,2,0
2024-02-14,13,8,3
2024-02-15,12,2,0
2024-02-16,8,1,6
2024-02-17,7,0,3
2024-02-18,8,1,7
2024-02-19,6,1,1
2024-02-20,7,7,0
2024-02-21,13,6,3
2024-02-22,6,3,2
2024-02-23,11,10,0
2024-02-24,7,7,0
2024-02-25,10,3,0
2024-02-26,7,2,0
2024-02-27,10,9,1
2024-02-28,6,6,0
2024-02-29,8,5,1
2024-03-01,12,4,4
2024-03-02,7,0,4
2024-03-03,6,1,1
2024-03-04,6,3,3
2024-03-05,7,7,0
2024-03-06,11,3,7
2024-03-07,6,2,0
2024-03-08,6,6,0
2024-03-09,13,5,1
2024-03-10,10,0,8
2024-03-11,9,2,3
2024-03-12,6,1,4
2024-03-13,6,0,2
2024-03-14,11,2,6
2024-03-15,10,6,0
2024-03-16,7,5,0
2024-03-17,12,5,0
2024-03-18,4,4,0
2024-03-19,5,3,1
2024-03-20,0,0,0
2024-03-21,7,5,2
2024-03-22,6,1,0
2024-03-23,7,1,1
2024-03-24,9,8,0
2024-03-25,7,6,0
2024-03-26,6,6,0
