created_date,quantity,positive,negative
2023-09-15,6,4,1
2023-09-16,4,0,2
2023-09-17,0,0,0
2023-09-18,4,4,0
2023-09-19,7,7,0
2023-09-20,6,5,0
2023-09-21,11,10,1
2023-09-22,6,6,0
2023-09-23,9,8,0
2023-09-24,11,5,3
2023-09-25,7,0,5
2023-09-26,9,3,1
2023-09-27,6,2,4
2023-09-28,7,7,0
2023-09-29,10,3,6
2023-09-30,10,9,0
2023-10-01,9,3,2
2023-10-02,9,8,0
2023-10-03,11,2,6
2023-10-04,6,3,2
2023-10-05,7,0,5
2023-10-06,8,6,0
2023-10-07,6,3,3
2023-10-08,7,7,0
2023-10-09,13,9,0
2023-10-10,6,1,3
2023-10-11,7,2,0
2023-10-12,7,1,5
2023-10-13,7,6,0
2023-10-14,7,0,3
2023-10-15,8,4,2
2023-10-16,13,9,0
2023-10-17,13,1,5
2023-10-18,7,6,0
2023-10-19,12,8,3
2023-10-20,4,3,0
2023-10-21,3,3,0
2023-10-22,6,6,0
2023-10-23,6,3,3
2023-10-24,10,9,1
2023-10-25,13,3,4
2023-10-26,7,1,4
2023-10-27,7,0,3
2023-10-28,8,5,3
2023-10-29,12,10,0
2023-10-30,7,5,1
2023-10-31,0,0,0
2023-11-01,8,8,0
2023-11-02,11,5,0
2023-11-03,6,6,0
2023-11-04,12,4,4
2023-11-05,10,0,3
2023-11-06,10,7,1
2023-11-07,13,12,1
2023-11-08,6,5,0
2023-11-09,8,8,0
2023-11-10,0,0,0
2023-11-11,6,1,4
2023-11-12,7,4,2
2023-11-13,6,1,5
2023-11-14,8,1,0
2023-11-15,8,1,5
2023-11-16,8,7,1
2023-11-17,12,4,4
2023-11-18,7,1,2
2023-11-19,10,8,2
2023-11-20,5,3,1
2023-11-21,9,2,3
2023-11-22,8,0,3
2023-11-23,13,6,3
2023-11-24,12,9,0
2023-11-25,8,2,6
2023-11-26,13,2,2
2023-11-27,10,3,0
2023-11-28,12,8,2
2023-11-29,7,5,0
2023-11-30,7,5,1
2023-12-01,10,0,8
2023-12-02,7,4,3
2023-12-03,6,1,0
2023-12-04,2,2,0
2023-12-05,7,5,1
2023-12-06,4,4,0
2023-12-07,6,1,0
2023-12-08,8,7,1
2023-12-09,6,4,1
2023-12-10,7,7,0
2023-12-11,6,0,2
2023-12-12,7,6,1
2023-12-13,7,0,3
2023-12-14,11,1,3
2023-12-15,8,3,1
2023-12-16,7,4,1
2023-12-17,6,6,0
2023-12-18,7,3,0
2023-12-19,6,1,4
2023-12-20,6,1,1
2023-12-21,12,9,0
2023-12-22,6,2,1
2023-12-23,8,1,0
2023-12-24,1,1,0
2023-12-25,11,0,0
2023-12-26,7,4,3
2023-12-27,7,7,0
2023-12-28,8,2,0
2023-12-29,8,6,0
2023-12-30,6,5,0
2023-12-31,7,5,0
2024-01-01,6,3,1
2024-01-02,9,9,0
2024-01-03,12,5,0
2024-01-04,10,6,0
2024-01-05,9,8,1
2024-01-06,8,1,6
2024-01-07,9,6,1
2024-01-08,13,8,3
2024-01-09,9,8,0
2024-01-10,10,0,8
2024-01-11,7,7,0
2024-01-12,6,4,2
2024-01-13,6,1,1
2024-01-14,12,11,0
2024-01-15,11,7,2
2024-01-16,9,4,0
2024-01-17,8,5,1
2024-01-18,6,0,2
2024-01-19,8,7,1
2024-01-20,4,4,0
2024-01-21,7,5,0
2024-01-22,8,6,1
2024-01-23,6,2,0
2024-01-24,8,1,6
2024-01-25,11,0,1
2024-01-26,6,4,2
2024-01-27,11,3,4
2024-01-28,10,9,1
2024-01-29,7,2,1
2024-01-30,6,6,0
2024-01-31,11,4,5
2024-02-01,3,1,0
2024-02-02,7,5,2
2024-02-03,7,6,0
2024-02-04,6,6,0
2024-02-05,11,10,0
2024-02-06,9,2,2
2024-02-07,7,1,1
2024-02-08,13,5,1
2024-02-09,12,2,0
2024-02-10,5,0,1
2024-02-11,13,9,1
2024-02-12,0,0,0
2024-02-13,6,5,1
2024-02-14,8,4,1
2024-02-15,8,2,1
2024-02-16,11,11,0
2024-02-17,8,0,8
2024-02-18,7,4,3
2024-02-19,12,6,0
2024-02-20,10,6,2
2024-02-21,12,3,0
2024-02-22,9,6,0
2024-02-23,0,0,0
