created_date,quantity,positive,negative
2023-09-15,15,6,6
2023-09-16,8,2,3
2023-09-17,11,3,5
2023-09-18,12,3,7
2023-09-19,6,6,0
2023-09-20,8,3,2
2023-09-21,5,0,1
2023-09-22,9,2,4
2023-09-23,9,6,0
2023-09-24,6,3,0
2023-09-25,10,3,5
2023-09-26,6,2,0
2023-09-27,7,6,0
2023-09-28,13,2,1
2023-09-29,8,1,2
2023-09-30,4,0,1
2023-10-01,8,8,0
2023-10-02,17,10,1
2023-10-03,0,0,0
2023-10-04,10,6,0
2023-10-05,7,1,4
2023-10-06,12,4,0
2023-10-07,9,1,4
2023-10-08,12,7,1
2023-10-09,6,3,0
2023-10-10,7,7,0
2023-10-11,6,6,0
2023-10-12,8,6,2
2023-10-13,0,0,0
2023-10-14,6,5,0
2023-10-15,14,6,0
2023-10-16,9,1,4
2023-10-17,13,4,0
2023-10-18,8,0,0
2023-10-19,8,5,2
2023-10-20,6,6,0
2023-10-21,7,0,0
2023-10-22,6,4,1
2023-10-23,12,10,0
2023-10-24,10,1,4
2023-10-25,14,9,4
2023-10-26,7,7,0
2023-10-27,11,2,5
2023-10-28,14,9,5
2023-10-29,6,6,0
2023-10-30,7,7,0
2023-10-31,8,7,0
2023-11-01,8,7,1
2023-11-02,7,6,0
2023-11-03,12,2,8
2023-11-04,6,6,0
2023-11-05,7,2,2
2023-11-06,10,3,4
2023-11-07,0,0,0
2023-11-08,12,11,0
2023-11-09,7,4,1
2023-11-10,9,4,2
2023-11-11,8,7,1
2023-11-12,9,9,0
2023-11-13,4,3,1
2023-11-14,8,1,2
2023-11-15,8,7,0
2023-11-16,11,11,0
2023-11-17,7,7,0
2023-11-18,13,11,2
2023-11-19,6,6,0
2023-11-20,7,7,0
2023-11-21,8,1,2
2023-11-22,8,5,0
2023-11-23,6,6,0
2023-11-24,8,6,0
2023-11-25,10,5,3
2023-11-26,16,13,0
2023-11-27,7,7,0
2023-11-28,8,7,0
2023-11-29,10,4,3
2023-11-30,7,2,3
2023-12-01,8,6,1
2023-12-02,6,6,0
2023-12-03,6,3,2
2023-12-04,8,8,0
2023-12-05,7,4,0
2023-12-06,9,3,3
2023-12-07,6,3,2
2023-12-08,7,6,0
2023-12-09,7,6,1
2023-12-10,11,2,4
2023-12-11,6,6,0
2023-12-12,9,8,1
2023-12-13,8,1,6
2023-12-14,15,9,6
2023-12-15,9,3,3
2023-12-16,10,1,5
2023-12-17,10,10,0
2023-12-18,13,8,5
2023-12-19,12,1,1
2023-12-20,6,6,0
2023-12-21,8,8,0
2023-12-22,9,5,3
2023-12-23,7,0,4
2023-12-24,7,3,0
2023-12-25,10,7,1
2023-12-26,6,5,0
2023-12-27,13,6,6
2023-12-28,8,2,3
2023-12-29,14,7,5
2023-12-30,8,8,0
2023-12-31,7,7,0
2024-01-01,14,13,1
2024-01-02,5,2,1
2024-01-03,8,1,0
2024-01-04,6,6,0
2024-01-05,6,6,0
2024-01-06,8,1,6
2024-01-07,7,2,5
2024-01-08,7,0,7
2024-01-09,7,2,4
2024-01-10,12,10,1
2024-01-11,9,9,0
2024-01-12,12,12,0
2024-01-13,16,10,3
2024-01-14,5,5,0
2024-01-15,6,6,0
2024-01-16,7,2,0
2024-01-17,8,8,0
2024-01-18,0,0,0
2024-01-19,7,5,2
2024-01-20,7,3,1
2024-01-21,14,6,4
2024-01-22,7,2,5
2024-01-23,7,5,1
2024-01-24,6,6,0
2024-01-25,0,0,0
2024-01-26,14,3,8
2024-01-27,13,9,0
2024-01-28,13,9,2
2024-01-29,7,3,2
2024-01-30,10,2,5
2024-01-31,7,3,1
2024-02-01,13,4,1
2024-02-02,7,7,0
2024-02-03,8,5,3
2024-02-04,13,7,5
2024-02-05,5,5,0
2024-02-06,8,7,0
2024-02-07,1,1,0
2024-02-08,6,6,0
2024-02-09,7,2,0
2024-02-10,8,7,1
2024-02-11,5,5,0
2024-02-12,11,10,1
2024-02-13,14,3,7
2024-02-14,8,7,1
2024-02-15,5,4,0
2024-02-16,0,0,0
2024-02-17,7,3,3
2024-02-18,10,9,1
2024-02-19,13,9,2
2024-02-20,11,1,6
2024-02-21,8,8,0
2024-02-22,6,3,2
2024-02-23,7,4,1
2024-02-24,7,6,0
2024-02-25,11,6,5
2024-02-26,8,6,0
2024-02-27,9,2,0
2024-02-28,6,6,0
2024-02-29,7,7,0
2024-03-01,14,9,1
2024-03-02,7,5,0
2024-03-03,0,0,0
2024-03-04,7,2,2
2024-03-05,6,3,1
2024-03-06,7,6,0
2024-03-07,7,6,1
2024-03-08,7,2,3
2024-03-09,13,1,9
2024-03-10,9,4,4
2024-03-11,11,5,4
2024-03-12,8,3,2
2024-03-13,6,4,0
2024-03-14,10,9,1
2024-03-15,8,8,0
2024-03-16,12,2,5
2024-03-17,11,8,1
2024-03-18,6,6,0
2024-03-19,8,1,0
2024-03-20,7,1,0
2024-03-21,12,11,0
2024-03-22,7,5,2
2024-03-23,8,5,0
2024-03-24,7,3,4
2024-03-25,6,2,0
2024-03-26,9,8,0
2024-03-27,8,6,0
2024-03-28,5,1,0
2024-03-29,8,6,2
2024-03-30,8,8,0
2024-03-31,11,11,0
2024-04-01,8,3,3
2024-04-02,7,7,0
2024-04-03,11,6,1
2024-04-04,0,0,0
2024-04-05,8,6,0
2024-04-06,14,9,3
2024-04-07,8,2,4
2024-04-08,7,4,2
2024-04-09,7,1,3
2024-04-10,5,3,1
2024-04-11,7,3,2
2024-04-12,13,7,0
2024-04-13,10,4,6
2024-04-14,8,3,0
2024-04-15,7,7,0
2024-04-16,11,11,0
2024-04-17,12,4,3
